dataset,transform,model,repeat,Accuracy,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1
Compas Sex,no_transform,Kamiran & Calders LR,6-14460,0.6888168557536467,0.7886904761904762,,,,,0.5693950177935944,,,,,0.8355263157894737,0.06052631578947365,0.9275590551181103,0.775,0.4939759036144578,0.0884875619387781,0.848080494019087,0.5824634655532359
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",6-14460,0.6823338735818476,0.7708333333333334,,,,,0.5765124555160143,,,,,0.8092105263157895,0.04959514170040491,0.9387116948092558,0.7596153846153846,0.5542168674698795,0.026158915411122585,0.9549276241657276,0.5803757828810021
Compas Sex,no_transform,"Logistic Regression, C=1.0",7-16870,0.6726094003241491,0.7559523809523809,,,,,0.5729537366548043,,,,,0.868421052631579,0.14534412955465592,0.8326340326340326,0.7230769230769231,0.46987951807228917,0.12093467816988207,0.7953084422495635,0.5908141962421712
Compas Sex,no_transform,LRCV,7-16870,0.6726094003241491,0.7514880952380952,,,,,0.5782918149466192,,,,,0.868421052631579,0.15111336032388667,0.825990675990676,0.7173076923076923,0.4939759036144578,0.09892597529994723,0.833149499406075,0.592901878914405
Compas Sex,no_transform,SVM,7-16870,0.6880064829821718,0.7857142857142857,,,,,0.5711743772241993,,,,,0.881578947368421,0.12388663967611335,0.85947187141217,0.7576923076923077,0.4939759036144578,0.0905752446110119,0.8450516351118761,0.5845511482254697
Compas Sex,no_transform,Agarwal LR,7-16870,0.6790923824959482,0.7604166666666666,,,,,0.5818505338078291,,,,,0.868421052631579,0.13957489878542517,0.8392773892773892,0.7288461538461538,0.4939759036144578,0.10310134064441484,0.827323279130508,0.5970772442588727
Compas Sex,no_transform,Kamiran & Calders LR,7-16870,0.6766612641815235,0.7574404761904762,,,,,0.5800711743772242,,,,,0.868421052631579,0.143421052631579,0.8348484848484848,0.725,0.4939759036144578,0.10101365797218104,0.8302261678292115,0.5949895615866388
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",7-16870,0.673419773095624,0.7321428571428571,,,,,0.603202846975089,,,,,0.8552631578947368,0.1591093117408907,0.81396449704142,0.6961538461538461,0.5301204819277109,0.08574590638126611,0.8607719011639781,0.615866388308977
Compas Sex,no_transform,"Logistic Regression, C=1.0",8-19280,0.6904376012965965,0.7991071428571429,,,,,0.5604982206405694,,,,,0.8552631578947368,0.07257085020242915,0.9151479289940828,0.7826923076923077,0.4819277108433735,0.0921850240209271,0.8394304490690033,0.5741127348643006
Compas Sex,no_transform,LRCV,8-19280,0.6782820097244733,0.7886904761904762,,,,,0.5462633451957295,,,,,0.8289473684210527,0.052024291497975717,0.9372405372405372,0.7769230769230769,0.46987951807228917,0.08961943808637468,0.8398219744650244,0.5594989561586639
Compas Sex,no_transform,SVM,8-19280,0.6920583468395461,0.8169642857142857,,,,,0.5427046263345195,,,,,0.8881578947368421,0.09200404858299605,0.8964102564102563,0.7961538461538461,0.37349397590361444,0.19853107628845235,0.6529328994811362,0.5720250521920668
Compas Sex,no_transform,Agarwal LR,8-19280,0.6904376012965965,0.7991071428571429,,,,,0.5604982206405694,,,,,0.8552631578947368,0.07257085020242915,0.9151479289940828,0.7826923076923077,0.4819277108433735,0.0921850240209271,0.8394304490690033,0.5741127348643006
Compas Sex,no_transform,Kamiran & Calders LR,8-19280,0.6847649918962723,0.7916666666666666,,,,,0.5569395017793595,,,,,0.8486842105263158,0.0736842105263158,0.9131782945736434,0.775,0.43373493975903615,0.14455316044973215,0.7500326214605715,0.5782881002087683
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",8-19280,0.6807131280388979,0.7842261904761905,,,,,0.5569395017793595,,,,,0.8223684210526315,0.04929149797570842,0.9400615384615385,0.7730769230769231,0.4457831325301205,0.13041728500641392,0.7736598568185787,0.5762004175365344
Compas Sex,no_transform,"Logistic Regression, C=1.0",9-21690,0.6766612641815235,0.7559523809523809,,,,,0.5818505338078291,,,,,0.7960526315789473,0.051821862348178094,0.9349014621741895,0.7442307692307693,0.4578313253012048,0.14550896697436927,0.758827698336599,0.6033402922755741
Compas Sex,no_transform,LRCV,9-21690,0.666936790923825,0.7395833333333334,,,,,0.5800711743772242,,,,,0.7894736842105263,0.06447368421052635,0.9183333333333333,0.725,0.4578313253012048,0.14342128430213547,0.7614625167336011,0.6012526096033403
Compas Sex,no_transform,SVM,9-21690,0.6936790923824959,0.8035714285714286,,,,,0.5622775800711743,,,,,0.881578947368421,0.10080971659919025,0.8856486796785304,0.7807692307692308,0.4939759036144578,0.08013683124984278,0.8604162102957283,0.5741127348643006
Compas Sex,no_transform,Agarwal LR,9-21690,0.6766612641815235,0.7559523809523809,,,,,0.5818505338078291,,,,,0.7960526315789473,0.051821862348178094,0.9349014621741895,0.7442307692307693,0.4578313253012048,0.14550896697436927,0.758827698336599,0.6033402922755741
Compas Sex,no_transform,Kamiran & Calders LR,9-21690,0.673419773095624,0.7514880952380952,,,,,0.5800711743772242,,,,,0.7894736842105263,0.04908906882591091,0.9378205128205128,0.7403846153846154,0.4578313253012048,0.14342128430213547,0.7614625167336011,0.6012526096033403
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",9-21690,0.6620745542949756,0.7217261904761905,,,,,0.5907473309608541,,,,,0.7763157894736842,0.07054655870445337,0.9091264667535854,0.7057692307692308,0.4819277108433735,0.1276756294489021,0.7905594982670408,0.6096033402922756
